"","LEA","Center","Distance"
"2317","TUAM","Kerry Vaccination Centre",148410.63263723
"2318","TULLAMORE","Kerry Vaccination Centre",182137.538937778
"2319","TULLOW","Kerry Vaccination Centre",210415.25160745
"2320","WATERFORD CITY EAST","Kerry Vaccination Centre",182846.812010347
"2321","WATERFORD CITY SOUTH","Kerry Vaccination Centre",176825.319218429
"2322","WESTPORT","Kerry Vaccination Centre",163440.00214676
"2323","WEXFORD","Kerry Vaccination Centre",218437.289093455
"2324","WICKLOW","Kerry Vaccination Centre",250587.284724934
"2325","ADARE-RATHKEALE","Kildare Vaccination Centre - Punchestown Racecourse",167180.24408339
"2326","ARDEE","Kildare Vaccination Centre - Punchestown Racecourse",76511.1989733956
"2327","ARKLOW","Kildare Vaccination Centre - Punchestown Racecourse",41303.3231162232
"2328","ARTANE-WHITEHALL","Kildare Vaccination Centre - Punchestown Racecourse",35553.3954344192
"2329","ASHBOURNE","Kildare Vaccination Centre - Punchestown Racecourse",45693.3773323016
"2330","ATHENRY-ORANMORE","Kildare Vaccination Centre - Punchestown Racecourse",146733.669580513
"2331","ATHLONE","Kildare Vaccination Centre - Punchestown Racecourse",87482.2331740806
"2332","ATHLONE","Kildare Vaccination Centre - Punchestown Racecourse",104917.721364635
